ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3403,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.382163831
3047,VAUXHALL,2,14,North West,5,1598,2016,1613,99,0.056,0.054,,,0.06677021
2703,VAUXHALL,1,14,London,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.168594197
2582,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.922649623
240,VOLKSWAGEN,2,2,London,2,1896,2002,1550,154,0.181,0.313,0.04,,0.743265857
1261,VAUXHALL,1,14,London,1,1598,2002,1660,171,0.695,0.019,,0.054,0.770448683
863,VOLKSWAGEN,2,6,London,1,1896,2002,1574,154,0.151,0.382,0.023,,0.855726313
891,TOYOTA,1,2,London,2,2362,2002,1565,233,0.35,0.02,,0.07,0.734748081
1229,TOYOTA,1,13,South West,1,998,2002,1040,137,0.43,0.03,,0.12,0.032414698
2736,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.144784417
2946,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.514445636
1568,BMW,1,2,South West,1,2998,2016,1615,159,0.282,0.015,,0.057,0.049236119
626,VAUXHALL,1,14,London,1,1796,2002,1845,187,0.503,0.012,,0.035,0.734388184
505,VAUXHALL,1,13,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.485349084
2310,VOLKSWAGEN,2,14,North West,2,1968,2016,1394,119,0.079,0.063,,,0.87576444
2560,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.84134221
2137,FORD,2,96,London,2,1499,2016,1533,109,0.338,0.07,,,0.172323344
1318,VAUXHALL,2,14,London,1,1956,2016,1664,147,0.078,0.062,,,0.305942098
1515,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.509186962
1368,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.507836731
2263,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.944138024
132,FORD,1,6,South West,2,1596,2002,1227,200,0.518,0.059,,0.115,0.453010772
904,BMW,1,2,North West,1,2171,2002,1600,237,0.832,0.005,,0.091,0.076614727
1294,FORD,1,6,London,1,1999,2002,1435,194,0.284,0.08,,0.056,0.017292872
2991,VOLKSWAGEN,1,14,South West,5,1984,2016,1373,139,0.341,0.056,,0.053,0.966551685
596,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.737803095
1623,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.826816261
3390,FORD,2,14,South West,5,1499,2016,1398,115,0.463,0.039,,,0.525718596
1675,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.039068599
3565,VOLKSWAGEN,1,14,South West,2,1798,2016,1280,129,0.261,0.021,,0.063,0.005079581
3376,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.8587922
2566,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.337773053
114,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.830146693
2154,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.675942549
519,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.300082206
2122,VOLKSWAGEN,2,2,South West,5,1598,2016,1444,105,0.243,0.039,,,0.259187765
2819,FORD,2,96,North West,5,1499,2016,1608,119,0.353,0.076,0.001,,0.542276155
3449,VAUXHALL,1,14,North West,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.592891023
1905,FORD,1,13,South West,5,998,2016,1170,99,0.355,0.041,0.001,0.067,0.478284108
3313,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.007712004
729,TOYOTA,1,14,North West,2,1598,2002,1295,168,0.55,0.03,,0.06,0.999367706
3020,VOLKSWAGEN,2,14,North West,5,1968,2016,1429,127,0.067,0.07,,,0.804743104
1347,VOLKSWAGEN,2,6,North West,2,1968,2016,1670,130,0.396,0.043,0.001,,0.111618815
291,FORD,1,2,South West,1,1596,2002,0,165,0.518,,,,0.964619072
3497,BMW,1,6,South West,2,1998,2016,1615,146,0.476,0.033,,0.048,0.855892677
1473,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.526609768
2492,FORD,1,14,South West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.37861666
3033,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.333297157
361,FORD,1,13,North West,2,1299,2002,0,157,0.395,,,,0.890901087
3652,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.754921952
1490,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.813700531
539,BMW,2,6,London,1,2926,2002,2170,259,0.087,0.637,0.083,,0.944715386
1003,VAUXHALL,1,14,London,1,1598,2002,1680,197,0.357,0.029,,0.044,0.185234592
3557,BMW,1,2,South West,1,1998,2016,1525,134,0.151,0.025,,0.04,0.064291843
1810,VAUXHALL,1,96,South West,4,1364,2016,1613,158,0.65,0.018,,0.03,0.418706442
3489,VOLKSWAGEN,1,14,South West,1,1197,2016,1139,109,0.199,0.018,,0.035,0.285934315
2571,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.735112745
573,VAUXHALL,1,96,London,1,1796,2002,1980,207,0.627,0.008,,0.035,0.254167237
832,FORD,1,14,North West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.826032497
1100,VOLKSWAGEN,1,14,South West,1,1390,2002,1182,156,0.165,0.047,,0.075,0.547418235
2082,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.721054784
2936,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.153787514
1753,BMW,2,5,North West,1,2993,2016,1615,134,0.25,0.058,,,0.030583465
3490,FORD,1,96,South West,1,998,2016,1332,114,0.385,0.044,0.002,0.058,0.425345391
1940,BMW,2,14,South West,5,1995,2016,1670,117,0.109,0.026,,,0.306335462
2864,VOLKSWAGEN,2,14,North West,2,1598,2016,1321,99,0.167,0.069,,,0.489286636
754,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.250678362
2222,BMW,2,2,South West,2,1995,2016,1525,116,0.174,0.024,,,0.483749648
1927,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.098693694
472,VOLKSWAGEN,1,6,London,1,3999,2002,1899,314,0.698,0.026,,0.062,0.82967504
1548,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.821908295
1374,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.654926156
3512,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.543366317
2165,VAUXHALL,2,14,London,1,1598,2016,1350,103,0.17,0.032,0.001,,0.140760947
3327,VOLKSWAGEN,8,14,South West,5,1395,2016,1599,39,0.056,0.009,,0.008,0.779211414
300,VOLKSWAGEN,2,2,London,2,1896,2002,1423,146,0.081,0.376,0.029,,0.634134156
423,VOLKSWAGEN,1,13,North West,1,1598,2002,1050,175,0.293,0.04,,0.076,0.74163662
3311,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.492262743
1099,TOYOTA,1,6,South West,2,1794,2002,1310,175,0.9,0.05,,0.07,0.93295953
3262,VAUXHALL,1,14,North West,2,1229,2016,1163,124,0.552,0.045,,0.042,0.288414037
1001,VAUXHALL,1,14,North West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.342866038
1086,VOLKSWAGEN,2,6,London,4,1896,2002,1594,159,0.181,0.313,0.04,,0.956197796
1956,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.843711118
3462,VAUXHALL,1,14,South West,2,1399,2016,1234,128,0.507,0.012,,0.021,0.40367078
1735,VAUXHALL,1,13,North West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.202249556
2778,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.417663958
242,FORD,1,14,North West,1,2495,2002,1467,242,0.174,0.019,,0.059,0.660432035
2607,FORD,1,13,London,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.176356327
1025,VOLKSWAGEN,1,14,London,1,1595,2002,1288,194,0.48,0.044,,0.058,0.583505416
3764,BMW,1,5,London,1,1997,2016,1430,149,0.288,0.038,,0.03,0.703697598
1522,FORD,1,14,London,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.420780611
332,VOLKSWAGEN,2,13,South West,1,1896,2002,1374,143,0.177,0.363,0.024,,0.024792722
3548,VOLKSWAGEN,1,6,South West,2,1395,2016,1347,118,0.154,0.029,,0.044,0.153482957
1351,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.200246815
2451,FORD,1,14,London,2,1242,2016,1095,122,0.518,0.027,,0.051,0.893290593
549,VOLKSWAGEN,1,13,London,1,1781,2002,1327,190,0.667,0.03,,0.054,0.823691429
2191,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.988415619
1033,TOYOTA,2,14,South West,1,1363,2002,1100,117,0.23,0.35,0.023,,0.964012877
1815,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.385781421
3134,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.836503807
2934,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.506370053
2012,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.592261236
376,VOLKSWAGEN,1,13,London,4,1984,2002,1356,221,1.106,0.073,,0.126,0.993553084
3053,FORD,2,14,North West,5,1499,2016,1398,115,0.463,0.039,,,0.408794407
408,VAUXHALL,2,14,London,1,1686,2002,1745,119,0.103,0.412,0.023,,0.14539532
1782,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.39803826
1256,VOLKSWAGEN,1,14,London,1,1390,2002,1179,161,0.308,0.042,,0.064,0.451491798
1224,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.105797064
2071,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.260539132
1692,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.006020814
1823,VAUXHALL,2,14,North West,2,1598,2016,1449,114,0.163,0.048,,,0.530098931
2916,VAUXHALL,2,6,North West,5,1598,2016,1425,119,0.021,0.021,,,0.46463417
691,VOLKSWAGEN,1,14,North West,1,1198,2002,1153,142,0.68,0.042,,0.03,0.066108453
1704,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.785686663
571,VOLKSWAGEN,1,13,South West,2,1198,2002,1103,142,0.474,0.015,,0.032,0.054951463
167,TOYOTA,1,5,North West,1,1794,2002,1260,185,1.22,0.03,,0.13,0.611217598
811,VAUXHALL,1,14,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.366553856
898,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.14548789
1398,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.288015806
2424,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.152819851
1377,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.095167991
2923,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.595369938
892,FORD,1,96,South West,1,2295,2002,1736,264,0.341,0.084,,0.106,0.940440049
2970,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.799545209
1981,FORD,2,13,North West,2,1499,2016,1163,94,0.262,0.047,,,0.14613852
213,TOYOTA,1,13,South West,2,998,2002,1040,137,0.43,0.03,,0.12,0.546348895
1833,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.198571641
48,VAUXHALL,1,96,South West,4,1598,2002,1970,190,0.219,0.026,,0.037,0.359748172
3552,VAUXHALL,1,96,South West,5,1364,2016,1393,149,0.46,0.016,,0.026,0.281675151
2302,VOLKSWAGEN,1,14,North West,2,999,2016,1116,99,0.216,0.022,,0.051,0.406940684
1915,BMW,2,5,North West,5,1995,2016,1560,124,0.101,0.019,,,0.003720586
2389,VOLKSWAGEN,1,6,London,1,1395,2016,1347,118,0.154,0.029,,0.044,0.10627294
1011,BMW,1,2,South West,1,2171,2002,1570,213,1.171,0.008,,0.093,0.612962634
1330,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.362723358
3750,BMW,2,13,South West,1,1995,2016,1425,114,0.248,0.028,,,0.242418776
236,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.731364331
2139,BMW,8,5,London,1,1499,2016,1560,49,0.176,0.011,,0.007,0.213186053
3413,VOLKSWAGEN,2,5,South West,5,1968,2016,1395,119,0.143,0.036,,,0.786437962
2303,VAUXHALL,1,14,London,2,999,2016,1199,115,0.402,0.026,0.002,0.035,0.213474125
2209,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.538121239
882,VOLKSWAGEN,2,14,South West,1,1896,2002,1420,146,0.177,0.363,0.024,,0.960102882
3653,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.34239888
975,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.955734819
2243,BMW,1,14,South West,1,1499,2016,1380,126,0.164,0.016,,0.041,0.879991729
336,VAUXHALL,1,4,South West,2,1598,2002,1715,175,0.219,0.026,,0.037,0.402731954
935,FORD,1,13,North West,1,1299,2002,965,154,0.395,0.103,,0.061,0.853758795
1686,VAUXHALL,2,14,North West,5,1598,2016,1613,129,0.013,0.033,,,0.172613613
3268,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.917183511
2626,FORD,1,14,London,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.427113183
2775,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.570318142
2175,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.69905652
1611,FORD,2,96,South West,1,1499,2016,1461,105,0.419,0.043,,,0.187101714
627,VAUXHALL,1,14,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.561321048
3818,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.46690319
1443,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.517074041
3645,BMW,3,14,South West,2,0,2016,1270,0,,,,,0.872725158
1921,BMW,2,2,London,5,2993,2016,1975,142,0.067,0.046,,,0.493087071
623,VOLKSWAGEN,1,14,London,2,1598,2002,1304,168,0.259,0.043,,0.056,0.868185276
645,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.284000768
1402,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.581707932
2558,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.683301933
558,TOYOTA,1,6,London,4,2362,2002,1670,259,1.02,0.02,,0.08,0.33480534
137,BMW,1,2,London,1,2494,2002,1605,247,0.382,0.006,,0.045,0.937557269
1131,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.587150664
2069,BMW,2,2,South West,5,2993,2016,1615,131,0.25,0.058,,,0.089930341
2109,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.772200246
353,VOLKSWAGEN,2,14,London,1,1896,2002,1379,138,0.073,0.33,0.025,,0.483045248
2625,TOYOTA,8,96,London,5,1798,2016,1605,101,0.1,0.006,,0.013,0.052260303
3301,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.594209666
1043,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.265957031
493,VAUXHALL,1,13,North West,4,1199,2002,1430,154,0.211,0.031,,0.052,0.121490422
1999,FORD,2,14,North West,2,1499,2016,1399,98,0.354,0.074,,,0.360563143
205,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.019381651
1277,TOYOTA,1,14,London,2,1398,2002,1285,159,0.47,0.02,,0.07,0.741996593
1682,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.434185541
2667,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.723611589
2526,TOYOTA,8,6,London,1,2494,2016,1815,118,0.267,0.009,,0.049,0.401428614
459,VOLKSWAGEN,1,14,North West,1,1595,2002,1291,194,0.48,0.044,,0.058,0.471752197
2700,TOYOTA,1,96,London,1,1798,2016,1560,150,0.278,0.014,,0.047,0.695471378
2663,BMW,2,14,London,2,1995,2016,1670,120,0.123,0.031,,,0.538914919
3461,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.607335155
3678,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.886365889
2149,BMW,2,14,London,5,1995,2016,1485,109,0.142,0.032,,,0.401826174
2907,VOLKSWAGEN,1,96,North West,1,1395,2016,1362,125,0.158,0.034,,0.028,0.383592674
931,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.815574506
817,VOLKSWAGEN,2,14,North West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.509044689
2719,BMW,2,14,South West,5,1496,2016,1425,96,0.086,0.025,,,0.658613343
2580,TOYOTA,8,6,London,5,1798,2016,1490,81,0.182,0.005,,0.036,0.765417751
13,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.584168583
1388,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.696523752
2151,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.456227358
2528,FORD,2,14,London,5,1997,2016,1681,122,0.145,0.059,0.001,,0.659510642
23,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.739037739
1843,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.295638959
3541,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.507827315
1817,VAUXHALL,1,14,North West,1,1398,2016,1163,120,0.463,0.01,,0.031,0.060690084
881,VOLKSWAGEN,2,3,North West,2,1896,2002,0,146,0.081,,0.029,,0.924902569
747,VOLKSWAGEN,1,13,South West,1,1390,2002,1003,149,0.294,0.03,,0.067,0.933052627
2237,BMW,1,14,North West,2,1499,2016,1380,126,0.164,0.016,,0.041,0.702061398
2174,FORD,1,14,South West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.104280102
2009,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.835011045
1324,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.053187625
2181,VOLKSWAGEN,1,13,South West,1,999,2016,929,105,0.457,0.013,,0.039,0.594513385
3190,FORD,2,6,North West,5,1997,2016,1679,123,0.357,0.043,,,0.846604265
2066,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.959621555
289,FORD,1,13,South West,1,1299,2002,1006,171,0.66,0.095,,0.11,0.592713249
3826,VAUXHALL,1,14,South West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.480678332
723,TOYOTA,1,14,London,1,1598,2002,1295,168,0.55,0.03,,0.06,0.674776829
243,FORD,1,14,South West,1,2967,2002,1506,245,0.236,0.053,,0.035,0.84434798
1007,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.171067893
2328,BMW,1,2,South West,5,1499,2016,1475,124,0.14,0.012,,0.024,0.528526758
2835,BMW,1,6,North West,1,4395,2016,2350,258,0.342,0.022,,0.037,0.524647465
3078,VOLKSWAGEN,1,13,South West,5,999,2016,1055,106,0.407,0.016,,0.034,0.937393638
1721,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.971676438
3564,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.11134676
2852,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.324312502
1505,FORD,1,5,South West,1,4951,2016,1810,281,0.225,0.018,,0.029,0.88858433
1930,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.110851689
60,BMW,2,2,London,1,1995,2002,1505,185,0.203,0.375,0.036,,0.704365641
418,BMW,1,2,London,2,1796,2002,1385,172,0.76,0.059,,0.103,0.073775821
1068,VOLKSWAGEN,2,2,South West,1,1896,2002,1550,154,0.181,0.313,0.04,,0.215512529
3738,BMW,2,2,South West,5,1995,2016,1495,108,0.157,0.034,,,0.446420149
3299,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.881551629
19,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.928435339
1376,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.106780748
3618,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.652530123
1269,FORD,2,14,North West,1,1753,2002,1280,145,0.109,0.489,0.044,0.018,0.657452866
2810,BMW,2,6,North West,5,1995,2016,1650,133,0.187,0.05,,,0.593500096
2414,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.191054313
1426,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.309469668
2200,VAUXHALL,1,14,South West,2,1398,2016,1163,120,0.463,0.01,,0.031,0.252074568
579,VOLKSWAGEN,2,13,London,1,1896,2002,1367,140,0.081,0.376,0.029,,0.010455824
820,VOLKSWAGEN,1,14,South West,1,1598,2002,1276,166,0.259,0.043,,0.056,0.183571311
1023,VOLKSWAGEN,1,13,North West,4,1596,2002,1280,180,0.53,0.031,,0.055,0.703561003
2133,VOLKSWAGEN,1,6,South West,1,1395,2016,1347,118,0.154,0.029,,0.044,0.18728657
3382,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.352705337
299,TOYOTA,1,14,North West,1,1598,2002,1325,190,0.45,0.02,,0.05,0.796821973
2990,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.976697983
2459,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.791925885
81,VAUXHALL,1,13,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.465274696
756,BMW,2,2,South West,1,2926,2002,0,178,0.323,0.437,,,0.537397081
1370,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.985044947
362,FORD,2,14,South West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.78902308
3717,FORD,2,96,North West,2,1499,2016,1564,113,0.459,0.054,,,0.403833253
1348,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.918289575
2307,VOLKSWAGEN,1,14,London,5,1395,2016,1238,108,0.16,0.026,,0.041,0.121554744
1310,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.896174399
2673,FORD,1,14,London,5,998,2016,1168,114,0.206,0.034,,0.05,0.780281231
582,BMW,1,5,London,1,3246,2002,1570,287,0.779,0.031,,0.125,0.186117108
1537,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.87961151
2304,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.893940082
2439,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.997737401
3532,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,112,0.1,0.07,,,0.177570287
2176,VOLKSWAGEN,1,14,South West,2,999,2016,1055,106,0.407,0.016,,0.034,0.219159004
2508,VAUXHALL,1,13,London,1,1398,2016,1141,118,0.463,0.01,,0.031,0.324484022
3754,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.038715253
2128,VOLKSWAGEN,2,96,South West,1,1968,2016,1492,125,0.079,0.063,,,0.198544537
2803,FORD,1,13,North West,1,998,2016,1176,99,0.355,0.041,0.001,0.067,0.488619261
603,BMW,1,2,London,1,1796,2002,1385,172,0.76,0.059,,0.103,0.477486811
405,TOYOTA,1,14,South West,1,998,2002,1050,137,0.43,0.03,,0.12,0.602418711
2447,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.154868472
1546,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.877823261
3070,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.054463534
1506,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.399406024
2402,TOYOTA,1,14,London,2,1329,2016,1123,114,0.348,0.007,,0.043,0.313261013
337,VAUXHALL,1,13,London,2,973,2002,1430,135,0.342,0.048,,0.06,0.722609679
2080,VOLKSWAGEN,2,6,South West,5,1598,2016,1500,104,0.186,0.059,,,0.427016171
1758,FORD,2,6,South West,5,1997,2016,1679,123,0.357,0.043,,,0.820562082
910,BMW,1,2,London,1,2979,2002,1540,230,0.447,0.013,,0.062,0.761320489
3253,BMW,1,14,North West,1,1499,2016,1415,119,0.329,0.018,,0.055,0.615072304
383,VAUXHALL,1,14,South West,1,1796,2002,1845,187,0.503,0.012,,0.035,0.807948067
1112,VOLKSWAGEN,2,2,South West,1,1896,2002,1491,146,0.137,0.42,0.03,,0.340629305
1072,VAUXHALL,2,96,South West,4,1995,2002,2075,175,0.434,0.428,0.034,,0.32428864
1382,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.313629684
572,VAUXHALL,1,14,London,1,1598,2002,1660,197,0.357,0.029,,0.044,0.484744323
2956,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.018312897
3150,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.09151328
1644,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.992455534
1941,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.338606599
2918,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.792190283
969,VOLKSWAGEN,1,14,South West,2,1200,2002,1120,142,0.474,0.015,,0.032,0.271950164
2218,FORD,2,14,South West,2,1499,2016,1399,98,0.354,0.074,,,0.449589495
3079,FORD,2,14,North West,1,1997,2016,1773,135,0.217,0.078,,,0.413448958
3101,VAUXHALL,2,14,South West,5,1598,2016,1613,124,0.013,0.033,,,0.547739372
561,BMW,1,6,London,1,1995,2002,1485,199,0.811,0.053,,0.12,0.419576431
